time,latitude,longitude,depth,mag,magType,M0,Mw
1995-08-07T07:09:34.160Z,12.049,44.317,10,4.8,ms,23.790,5.286
1995-11-12T19:00:04.820Z,-13.844,31.611,10,4.8,mb,21.587,5.110
1996-09-05T04:17:16.200Z,18.95,39.256,10,4.8,mb,21.587,5.110
1996-10-16T18:30:45.670Z,12.699,40.539,10,4.8,mb,21.587,5.110
1996-10-21T03:20:21.480Z,12.65,40.446,33,4.8,mb,21.587,5.110
1996-12-11T12:50:07.730Z,-27.894,26.809,5,4.8,mb,21.587,5.110
1996-12-21T08:34:03.720Z,-5.215,35.545,10,4.8,mb,21.587,5.110
1997-05-27T16:41:03.100Z,2.504,31.604,10,4.8,mb,21.587,5.110
1997-07-18T03:17:24.110Z,2.349,31.57,10,4.8,mb,21.587,5.110
1997-07-29T11:25:05.050Z,-27.894,26.703,5,4.8,mb,21.587,5.110
1997-08-01T02:17:26.950Z,-27.943,26.583,10,4.8,mb,21.587,5.110
1997-10-10T06:25:55.910Z,-11.791,28.7,33,4.8,mb,21.587,5.110
1998-08-15T17:29:16.550Z,0.752,29.956,10,4.8,mb,21.587,5.110
1998-08-24T12:12:09.520Z,-13.791,34.729,46.4,4.8,mb,21.587,5.110
1998-11-18T16:30:04.520Z,-26.881,26.757,5,4.8,mb,21.587,5.110
1999-02-06T23:27:00.520Z,-5.646,29.284,10,4.8,mb,21.587,5.110
1999-04-20T18:28:16.510Z,12.674,47.58,10,4.8,mb,21.587,5.110
1999-04-20T19:13:20.150Z,12.984,47.632,10,4.8,mb,21.587,5.110
2000-04-06T14:34:24.850Z,12.5,47.446,10,4.8,mb,21.587,5.110
2000-07-10T17:48:27.170Z,-7.195,27.752,10,4.8,mb,21.587,5.110
2000-10-05T23:08:34.520Z,-8.038,30.52,33,4.8,mb,21.587,5.110
2000-10-07T01:39:08.350Z,-7.995,30.68,33,4.8,mb,21.587,5.110
2000-10-23T12:02:12.950Z,1.508,30.592,21.2,4.8,mb,21.587,5.110
2001-02-03T17:05:12.260Z,-16.856,28.513,15.3,4.8,mb,21.587,5.110
2001-04-17T04:39:01.860Z,-6.182,22.73,17.8,4.8,mb,21.587,5.110
2001-07-13T19:23:55.540Z,-6.883,30.917,10,4.8,mb,21.587,5.110
2001-08-26T17:56:13.080Z,-5.726,36.067,10,4.8,mb,21.587,5.110
2002-01-04T13:02:18.850Z,-0.136,29.758,10,4.8,mb,21.587,5.110
2002-02-28T03:05:16.950Z,-27.982,26.789,5,4.8,mb,21.587,5.110
2002-03-23T00:52:07.380Z,-26.877,26.574,5,4.8,mb,21.587,5.110
2002-10-24T10:19:22.030Z,-2.02,28.975,10,4.8,mb,21.587,5.110
2003-03-23T18:09:26.560Z,-13.763,14.273,38.2,4.8,mb,21.587,5.110
2003-04-05T22:48:19.950Z,-3.615,29.75,10,4.8,mb,21.587,5.110
2003-09-01T00:39:03.020Z,-4.198,30.074,10,4.8,mb,21.587,5.110
2003-10-11T11:32:44.600Z,-27.825,26.679,5,4.8,mb,21.587,5.110
2004-02-05T21:35:35.550Z,0.957,30.451,10,4.8,mb,21.587,5.110
2004-03-14T14:07:56.240Z,-10.403,34.426,10,4.8,mwc,23.300,4.800
2004-12-13T04:09:03.980Z,0.775,30.169,18.7,4.8,mb,21.587,5.110
2005-04-07T19:02:34.710Z,11.979,46.253,10,4.8,mb,21.587,5.110
2005-09-20T02:17:59.770Z,12.416,40.466,10,4.8,mb,21.587,5.110
2005-09-21T20:04:52.280Z,12.545,40.499,10,4.8,mb,21.587,5.110
2005-09-22T10:14:24.370Z,12.627,40.499,10,4.8,mb,21.587,5.110
2005-09-23T04:57:51.070Z,12.55,40.598,10,4.8,mb,21.587,5.110
2005-09-23T20:26:32.020Z,12.575,40.472,10,4.8,mb,21.587,5.110
2005-09-24T03:25:25.780Z,12.732,40.427,10,4.8,mb,21.587,5.110
2005-09-24T05:36:11.450Z,12.501,40.461,10,4.8,mb,21.587,5.110
2005-09-24T09:17:15.620Z,12.514,40.361,10,4.8,mb,21.587,5.110
2005-09-24T23:05:20.390Z,12.386,40.662,10,4.8,mb,21.587,5.110
2005-09-25T10:07:58.000Z,12.447,40.621,10,4.8,mb,21.587,5.110
2005-09-25T16:22:02.290Z,12.436,40.617,10.3,4.8,mb,21.587,5.110
2005-09-29T11:52:19.400Z,12.423,40.578,10,4.8,mb,21.587,5.110
2005-10-12T14:10:34.600Z,-27.011,26.769,2,4.8,mb,21.587,5.110
2006-02-22T22:36:44.100Z,-21.35,33.483,10,4.8,mb,21.587,5.110
2006-02-22T23:26:38.860Z,-21.438,33.236,10,4.8,mb,21.587,5.110
2006-02-24T23:24:40.040Z,-21.222,33.646,10,4.8,mb,21.587,5.110
2006-03-14T07:25:29.160Z,-21.242,33.238,10,4.8,mb,21.587,5.110
2006-03-17T07:29:07.300Z,-21.479,33.305,10,4.8,mb,21.587,5.110
2006-03-19T16:23:42.870Z,-21.718,33.555,12,4.8,mwc,23.300,4.800
2006-03-23T06:14:41.510Z,-21.244,33.456,10,4.8,mwc,23.300,4.800
2006-06-08T06:17:25.310Z,-21.353,33.423,9.1,4.8,mwc,23.300,4.800
2006-06-24T10:22:09.060Z,-17.718,41.826,1.1,4.8,mwc,23.300,4.800
2006-10-12T19:47:57.530Z,-26.861,26.73,5,4.8,mb,21.587,5.110
2007-04-12T17:39:55.240Z,-13.819,34.896,13.8,4.8,mb,21.587,5.110
2007-07-18T10:29:17.270Z,-2.736,35.927,10,4.8,mb,21.587,5.110
2007-08-07T10:23:02.660Z,-2.865,35.993,10,4.8,mb,21.587,5.110
2007-08-18T01:00:20.820Z,13.251,49.548,10,4.8,mb,21.587,5.110
2007-11-08T01:39:08.840Z,-15.916,34.737,9.5,4.8,mb,21.587,5.110
2008-01-19T13:30:31.180Z,-7.602,37.773,10,4.8,mb,21.587,5.110
2008-02-03T11:37:48.980Z,-2.503,28.981,10,4.8,mb,21.587,5.110
2008-03-06T17:47:02.540Z,-15.259,27.148,10,4.8,mb,21.587,5.110
2008-04-26T14:48:47.100Z,-21.347,16.887,10,4.8,mb,21.587,5.110
2008-09-20T07:58:15.460Z,14.131,50.333,10,4.8,mb,21.587,5.110
2009-11-06T01:26:02.800Z,12.018,44.683,10,4.8,mwc,23.300,4.800
2009-11-20T16:28:23.580Z,-3.637,25.204,10,4.8,mb,21.587,5.110
2009-12-06T17:55:13.780Z,-10.012,33.984,10,4.8,mb,21.587,5.110
2010-11-14T09:23:26.740Z,12.007,43.999,10,4.8,mb,21.587,5.110
2010-11-14T15:15:06.070Z,12.1,43.754,10,4.8,mb,21.587,5.110
2010-11-14T15:37:00.000Z,11.877,43.773,2.5,4.8,mb,21.587,5.110
2010-11-14T21:29:05.520Z,11.815,43.937,4.9,4.8,mb,21.587,5.110
2010-11-15T18:37:02.440Z,11.824,43.937,10,4.8,mb,21.587,5.110
2010-11-16T02:05:20.980Z,12,43.961,10,4.8,mb,21.587,5.110
2010-11-16T22:58:35.170Z,11.791,43.981,10,4.8,mb,21.587,5.110
2010-11-17T20:28:29.820Z,11.93,44.115,10,4.8,mb,21.587,5.110
2010-11-18T02:25:51.370Z,11.922,43.947,10,4.8,mb,21.587,5.110
2010-11-20T23:38:34.950Z,11.928,43.973,10,4.8,mb,21.587,5.110
2010-11-27T18:22:34.820Z,11.596,43.925,10,4.8,mb,21.587,5.110
2010-11-27T19:05:03.480Z,12.003,43.947,10,4.8,mb,21.587,5.110
2010-12-31T22:04:44.350Z,11.884,44.059,10,4.8,mb,21.587,5.110
2011-01-17T08:22:27.580Z,1.6,30.768,10,4.8,mb,21.587,5.110
2011-01-18T16:35:54.660Z,11.9,44.07,10,4.8,mb,21.587,5.110
2011-01-30T03:48:34.110Z,11.944,43.868,10,4.8,mb,21.587,5.110
2011-02-01T11:24:32.030Z,11.778,43.957,10,4.8,mb,21.587,5.110
2011-03-25T05:21:33.440Z,15.289,39.736,10,4.8,mb,21.587,5.110
2011-04-19T09:08:03.160Z,11.923,43.992,10,4.8,mb,21.587,5.110
2011-06-10T08:28:13.360Z,-7.081,39.635,10,4.8,mb,21.587,5.110
2011-06-12T16:24:44.070Z,13.398,41.726,10,4.8,mb,21.587,5.110
2011-06-12T16:27:49.900Z,13.305,41.654,10,4.8,mb,21.587,5.110
2011-06-12T17:18:09.640Z,13.344,41.766,10,4.8,mb,21.587,5.110
2011-06-12T19:37:43.850Z,13.441,41.667,10,4.8,mb,21.587,5.110
2011-06-12T19:44:16.310Z,13.409,41.711,10,4.8,mb,21.587,5.110
2011-09-20T02:21:47.350Z,-4.279,34.261,14.2,4.8,mb,21.587,5.110
2011-10-21T08:17:12.000Z,11.539,44.137,10,4.8,mb,21.587,5.110
2011-10-21T12:34:51.670Z,11.841,44.213,10,4.8,mwc,23.300,4.800
2011-10-21T20:09:58.450Z,11.76,44.172,10,4.8,mb,21.587,5.110
2011-10-22T21:30:42.540Z,11.872,44.11,10,4.8,mwc,23.300,4.800
2012-03-09T08:46:35.670Z,13.17,50.455,10,4.8,mb,21.587,5.110
2012-03-24T04:43:51.680Z,-20.184,14.451,10,4.8,mb,21.587,5.110
2012-06-06T15:38:28.550Z,-1.188,27.103,10,4.8,mb,21.587,5.110
2012-07-01T16:19:13.480Z,13.347,41.787,10,4.8,mb,21.587,5.110
2012-07-22T11:20:03.570Z,13.126,50.081,10,4.8,mb,21.587,5.110
2012-08-31T15:47:38.350Z,13.203,50.512,10,4.8,mb,21.587,5.110
2012-08-31T18:01:56.750Z,13.214,50.491,10,4.8,mb,21.587,5.110
2012-11-20T16:23:49.100Z,-0.379,29.928,16.7,4.8,mb,21.587,5.110
2012-12-24T14:35:31.500Z,-3.913,28.263,10,4.8,mb,21.587,5.110
2013-04-20T00:30:27.660Z,1.504,30.867,10,4.8,mb,21.587,5.110
2013-05-05T08:20:37.600Z,13.306,49.625,10.1,4.8,mb,21.587,5.110
2013-07-11T20:26:51.980Z,13.336,50.522,10.1,4.8,mb,21.587,5.110
2013-12-02T19:18:06.180Z,-24.9302,28.6111,5,4.8,mb,21.587,5.110
2014-03-12T20:43:32.660Z,-12.2278,44.2996,10,4.8,mb,21.587,5.110
2014-11-07T07:57:11.120Z,-15.083,41.447,10,4.8,mb,21.587,5.110
2014-11-11T03:20:49.330Z,-4.9202,29.4305,13.73,4.8,mb,21.587,5.110
2015-03-01T19:11:47.910Z,-27.9969,26.823,8.42,4.8,mb,21.587,5.110
2015-07-13T11:12:58.450Z,11.7891,46.3591,15.49,4.8,mb,21.587,5.110
2015-07-13T11:30:51.390Z,11.9165,46.3159,16.1,4.8,mb,21.587,5.110
2015-07-13T16:51:07.710Z,12.1715,46.2295,10,4.8,mb,21.587,5.110
2015-09-08T23:43:27.130Z,-7.1361,39.821,10,4.8,mb,21.587,5.110
2015-10-30T02:19:39.120Z,-14.9136,50.0385,10,4.8,mb,21.587,5.110
2015-12-19T13:26:05.280Z,-3.7944,28.5538,10,4.8,mb,21.587,5.110
2016-03-06T21:02:42.300Z,17.5307,40.2783,13.74,4.8,mb,21.587,5.110
2016-03-07T22:43:24.990Z,17.7165,40.3359,10,4.8,mb,21.587,5.110
2016-03-22T10:56:17.410Z,-4.3984,35.9659,10,4.8,mb,21.587,5.110
2016-09-23T16:11:56.610Z,-2.6498,29.0598,10,4.8,mb,21.587,5.110
2017-06-12T23:53:00.150Z,-26.912,26.8132,5,4.8,mb,21.587,5.110
1976-08-06T20:32:26.500Z,13.201,39.755,33,4.7,mb,21.284,5.025
1976-11-07T20:21:47.400Z,15.973,41.474,33,4.7,mb,21.284,5.025
1976-11-09T23:51:17.100Z,13.322,49.462,33,4.7,mb,21.284,5.025
1978-02-21T22:04:42.300Z,16.462,40.392,33,4.7,mb,21.284,5.025
1978-04-05T17:46:10.500Z,-1.647,36.937,25,4.7,mb,21.284,5.025
1978-06-22T21:41:05.300Z,12.53,48.023,33,4.7,mb,21.284,5.025
1978-09-14T05:01:41.300Z,12.069,47.211,33,4.7,mb,21.284,5.025
1978-09-14T19:03:45.100Z,12.806,47.778,33,4.7,mb,21.284,5.025
1979-05-09T07:29:39.900Z,-14.435,13.56,33,4.7,mb,21.284,5.025
1979-08-15T02:20:43.200Z,15.393,41.699,10,4.7,mb,21.284,5.025
1980-01-14T12:57:15.400Z,16.323,40.173,10,4.7,mb,21.284,5.025
1980-02-17T00:58:28.200Z,-27.184,30.858,33,4.7,mb,21.284,5.025
1980-04-03T22:45:45.900Z,-25.63,28.036,33,4.7,mb,21.284,5.025
1980-08-31T22:05:33.300Z,12.128,46.006,10,4.7,mb,21.284,5.025
1980-11-17T08:29:51.600Z,-7.793,27.253,33,4.7,mb,21.284,5.025
1981-02-18T08:28:20.050Z,-26.625,26.607,33,4.7,mb,21.284,5.025
1981-03-28T22:28:54.090Z,-18.611,34.533,33,4.7,mb,21.284,5.025
1981-04-17T21:54:12.000Z,13.678,49.787,10,4.7,mb,21.284,5.025
1981-05-17T13:08:26.290Z,-5.76,29.435,33,4.7,mb,21.284,5.025
1981-05-24T06:35:56.770Z,-18.003,27.055,33,4.7,mb,21.284,5.025
1981-07-23T06:21:52.020Z,2.183,20.076,12.6,4.7,mb,21.284,5.025
1981-09-07T15:55:30.310Z,-26.213,27.372,33,4.7,mb,21.284,5.025
1981-12-15T14:11:33.800Z,-27.648,27.089,33,4.7,mb,21.284,5.025
1981-12-21T10:02:38.200Z,-5.77,29.837,33,4.7,mb,21.284,5.025
1982-06-05T19:36:23.070Z,-3.078,28.477,10,4.7,mb,21.284,5.025
1982-06-07T00:56:13.440Z,-27.917,26.829,5,4.7,mb,21.284,5.025
1982-12-21T10:05:01.770Z,14.605,44.611,5,4.7,mb,21.284,5.025
1983-07-19T01:10:46.740Z,-7.371,27.992,10,4.7,mb,21.284,5.025
1983-09-05T00:33:32.440Z,-29.224,24.776,5,4.7,mb,21.284,5.025
1983-09-30T19:39:45.600Z,11.927,43.159,10,4.7,mb,21.284,5.025
1983-12-11T23:42:38.530Z,-7.364,27.782,10,4.7,mb,21.284,5.025
1984-05-04T06:17:40.050Z,-26.755,26.714,5,4.7,mb,21.284,5.025
1984-06-11T11:46:20.070Z,-26.279,28.353,8.7,4.7,mb,21.284,5.025
1984-06-18T10:50:01.120Z,-7.458,27.977,10,4.7,mb,21.284,5.025
1984-06-25T02:06:43.280Z,13.816,44.666,10,4.7,mb,21.284,5.025
1984-07-17T09:23:50.200Z,-0.19,29.698,5,4.7,mb,21.284,5.025
1984-08-22T06:16:34.460Z,-3.595,29.158,10,4.7,mb,21.284,5.025
1984-09-25T11:23:19.970Z,-7.661,28.081,10,4.7,mb,21.284,5.025
1984-10-07T03:55:54.550Z,-3.923,37.924,10,4.7,mb,21.284,5.025
1985-03-24T03:43:32.850Z,-6.617,27.849,10,4.7,mb,21.284,5.025
1985-05-19T11:32:22.930Z,-10.813,41.365,10,4.7,mb,21.284,5.025
1985-05-23T16:11:48.540Z,-10.6,40.922,10,4.7,mb,21.284,5.025
1985-06-13T08:14:45.350Z,16.112,39.627,10,4.7,mb,21.284,5.025
1985-06-28T07:57:00.600Z,-10.617,40.96,10,4.7,mb,21.284,5.025
1985-06-28T08:38:14.990Z,-10.693,41.104,10,4.7,mb,21.284,5.025
1985-07-19T13:40:38.200Z,-10.724,41.052,10,4.7,mb,21.284,5.025
1985-10-28T12:08:36.330Z,9.463,39.648,10,4.7,mb,21.284,5.025
1986-03-23T15:26:46.900Z,0.515,30.28,10,4.7,mb,21.284,5.025
1986-04-22T07:33:45.740Z,-26.368,27.254,5,4.7,mb,21.284,5.025
1986-06-16T05:41:24.210Z,-12.368,43.958,10,4.7,mb,21.284,5.025
1986-06-28T18:19:05.980Z,-7.416,27.734,10,4.7,mb,21.284,5.025
1986-07-03T15:37:36.000Z,-26.294,27.197,5,4.7,mb,21.284,5.025
1986-09-27T04:50:15.950Z,-4.188,37.681,10,4.7,mb,21.284,5.025
1987-10-09T03:49:17.670Z,5.47,35.998,10,4.7,mb,21.284,5.025
1987-10-25T16:57:58.950Z,5.107,37.209,10,4.7,mb,21.284,5.025
1988-01-12T11:40:17.900Z,-8.783,32.604,10,4.7,mb,21.284,5.025
1988-03-10T07:24:16.630Z,-17.188,13.47,5,4.7,mb,21.284,5.025
1988-04-11T00:24:39.020Z,13.194,50.593,10,4.7,mb,21.284,5.025
1988-06-10T10:07:32.970Z,-4.097,33.609,10,4.7,mb,21.284,5.025
1988-09-12T02:32:20.870Z,-26.867,26.659,5,4.7,mb,21.284,5.025
1988-11-01T19:19:47.130Z,16.541,40.997,10,4.7,mb,21.284,5.025
1988-11-03T07:55:09.480Z,16.49,41.019,10,4.7,mb,21.284,5.025
1988-12-01T21:58:53.130Z,-11.932,26.707,33,4.7,mb,21.284,5.025
1988-12-15T14:31:52.930Z,-26.828,26.789,5,4.7,mb,21.284,5.025
1989-03-25T00:56:59.550Z,-13.524,33.653,10,4.7,mb,21.284,5.025
1989-08-20T20:45:12.250Z,12.164,41.611,10,4.7,mb,21.284,5.025
1990-02-28T20:54:22.350Z,-13.645,33.934,33,4.7,mb,21.284,5.025
1990-03-04T23:09:01.470Z,13.329,50.361,10,4.7,mb,21.284,5.025
1990-05-25T01:02:21.610Z,8.129,32.035,10,4.7,mb,21.284,5.025
1990-05-25T15:14:03.940Z,5.375,31.763,10,4.7,mb,21.284,5.025
1990-05-29T04:37:29.800Z,5.467,32.568,10,4.7,mb,21.284,5.025
1990-06-03T12:49:43.960Z,2.193,32.336,10,4.7,mb,21.284,5.025
1990-06-09T08:06:03.390Z,5.445,32.022,10,4.7,mb,21.284,5.025
1990-07-18T11:03:32.340Z,-26.811,26.701,5,4.7,mb,21.284,5.025
1990-08-13T02:47:04.500Z,5.335,31.882,10,4.7,mb,21.284,5.025
1990-10-30T19:09:34.000Z,12.566,48.253,10,4.7,mb,21.284,5.025
1990-12-15T20:56:51.300Z,0.18,29.529,18.2,4.7,mb,21.284,5.025
1991-01-06T01:57:31.220Z,12.722,47.556,10,4.7,mb,21.284,5.025
1991-02-15T22:31:03.100Z,-4.379,28.518,10,4.7,mb,21.284,5.025
1991-03-19T20:29:34.870Z,-5.754,35.629,33,4.7,mb,21.284,5.025
1991-05-30T09:34:43.220Z,-11.205,32.624,10,4.7,mb,21.284,5.025
1991-11-22T00:40:23.960Z,13.887,44.068,10,4.7,mb,21.284,5.025
1992-03-02T20:30:42.570Z,5.219,31.578,10,4.7,mb,21.284,5.025
1992-10-13T16:22:11.760Z,4.793,32.108,33,4.7,mb,21.284,5.025
1993-03-09T12:59:35.640Z,19.785,38.704,10,4.7,mb,21.284,5.025
1993-03-13T05:40:44.320Z,19.619,38.709,10,4.7,mb,21.284,5.025
1993-03-14T14:49:18.070Z,19.564,38.648,10,4.7,mb,21.284,5.025
1993-03-15T04:57:33.090Z,19.438,38.762,10,4.7,mb,21.284,5.025
1993-03-16T06:59:05.940Z,19.422,38.718,10,4.7,mb,21.284,5.025
1993-04-06T17:23:47.420Z,-26.334,27.373,5,4.7,mb,21.284,5.025
1993-05-02T10:08:09.240Z,14.439,40.116,10,4.7,mb,21.284,5.025
1993-05-03T12:37:38.990Z,14.394,40.131,10,4.7,mb,21.284,5.025
1993-06-16T11:10:14.680Z,17.294,39.951,10,4.7,mb,21.284,5.025
1993-12-20T20:22:34.170Z,-26.913,26.699,5,4.7,mb,21.284,5.025
1994-02-06T00:03:14.800Z,3.826,27.162,10,4.7,mb,21.284,5.025
1994-03-14T19:40:59.930Z,19.414,38.541,10,4.7,mb,21.284,5.025
1994-05-13T10:56:14.630Z,16.042,41.815,10,4.7,mb,21.284,5.025
1994-05-16T12:10:23.050Z,15.301,42.108,10,4.7,mb,21.284,5.025
1994-08-22T19:56:50.190Z,4.525,35.034,10,4.7,mb,21.284,5.025
1995-05-19T05:48:50.820Z,-28.038,26.76,5,4.7,mb,21.284,5.025
1995-05-20T04:18:59.890Z,-26.938,26.665,5,4.7,mb,21.284,5.025
1995-09-26T01:27:11.920Z,12.127,46.012,10,4.7,mb,21.284,5.025
1995-10-28T18:38:45.390Z,-26.332,27.548,5,4.7,mb,21.284,5.025
1995-12-17T22:31:30.470Z,-27.958,26.576,5,4.7,mb,21.284,5.025
1996-08-30T06:58:40.850Z,-15.353,34.031,10,4.7,mb,21.284,5.025
1996-10-13T07:35:05.970Z,12.837,40.579,33,4.7,ms,23.690,5.219
1996-12-25T12:20:46.030Z,-26.975,26.797,5,4.7,mb,21.284,5.025
1997-01-26T06:58:23.180Z,12.063,41.794,10,4.7,mb,21.284,5.025
1997-02-11T07:38:37.910Z,-2.723,29.112,10,4.7,mb,21.284,5.025
1997-03-09T17:41:45.020Z,11.687,43.412,10,4.7,mb,21.284,5.025
1997-03-19T16:34:21.500Z,13.281,50.059,10,4.7,mb,21.284,5.025
1997-07-18T01:45:12.360Z,2.448,31.609,10,4.7,mb,21.284,5.025
1997-07-18T02:50:02.420Z,2.484,31.491,10,4.7,mb,21.284,5.025
1997-07-19T13:45:19.470Z,2.516,31.723,33,4.7,mb,21.284,5.025
1997-09-15T22:38:23.320Z,-10.834,43.156,10,4.7,mb,21.284,5.025
1997-09-25T00:05:23.250Z,-26.367,27.406,5,4.7,mb,21.284,5.025
1997-10-11T04:11:21.140Z,-10.648,24.917,10,4.7,mb,21.284,5.025
1997-11-11T22:42:51.810Z,-2.727,28.912,10,4.7,mb,21.284,5.025
1997-11-21T23:24:07.070Z,-4.827,29.383,10,4.7,mb,21.284,5.025
1997-12-12T16:42:46.560Z,-26.865,26.498,5,4.7,mb,21.284,5.025
1998-01-11T06:32:56.400Z,-7.955,30.626,33,4.7,mb,21.284,5.025
1998-04-12T10:48:57.220Z,-12.423,25.495,10,4.7,mb,21.284,5.025
1998-08-15T05:41:24.760Z,0.946,30.048,10,4.7,mb,21.284,5.025
1998-08-15T14:57:28.210Z,1.211,29.841,10,4.7,mb,21.284,5.025
1998-08-16T04:47:40.250Z,0.875,29.899,10,4.7,mb,21.284,5.025
1998-08-21T16:10:53.300Z,-26.968,26.512,5,4.7,mb,21.284,5.025
1998-09-22T19:27:30.410Z,-20.146,45.353,10,4.7,mb,21.284,5.025
1998-11-17T20:17:59.350Z,-26.804,26.497,5,4.7,mb,21.284,5.025
1998-11-24T00:50:44.290Z,12.411,47.569,10,4.7,mb,21.284,5.025
1999-01-05T18:27:40.440Z,6.018,37.513,10,4.7,mb,21.284,5.025
1999-06-03T11:09:45.070Z,-8.469,38.559,33,4.7,mb,21.284,5.025
1999-08-04T06:42:13.780Z,-6.164,26.542,10,4.7,mb,21.284,5.025
1999-10-11T14:24:20.450Z,-26.961,26.667,10,4.7,mb,21.284,5.025
2000-01-14T03:32:41.590Z,-16.014,41.761,10,4.7,mb,21.284,5.025
2000-01-26T03:00:01.980Z,-27.039,27.182,5,4.7,mb,21.284,5.025
2000-07-13T20:35:29.300Z,-26.377,27.584,10,4.7,mb,21.284,5.025
2000-09-05T07:11:30.080Z,1.011,25.818,10,4.7,mb,21.284,5.025
2000-10-02T09:38:48.880Z,-8.053,30.273,33,4.7,mb,21.284,5.025
2001-02-22T01:54:47.450Z,-26.434,40.236,10,4.7,mb,21.284,5.025
2001-09-24T01:29:07.430Z,0.104,35.979,10,4.7,mb,21.284,5.025
2002-01-08T05:32:19.330Z,-29.268,24.112,5,4.7,mb,21.284,5.025
2002-01-17T20:01:29.260Z,-1.684,29.077,15.4,4.7,mb,21.284,5.025
2002-01-21T10:55:03.720Z,-1.903,29.117,10,4.7,mb,21.284,5.025
2002-01-27T13:42:43.740Z,0.775,29.716,10,4.7,mb,21.284,5.025
2002-04-10T20:18:27.490Z,-5.445,30.181,33,4.7,mb,21.284,5.025
2002-07-10T11:04:05.140Z,-5.409,35.81,10,4.7,mb,21.284,5.025
2002-07-12T03:16:55.430Z,-26.412,29.015,5,4.7,mb,21.284,5.025
2002-10-13T02:08:05.380Z,-5.523,35.781,10,4.7,mb,21.284,5.025
2002-10-13T04:46:32.840Z,-5.414,35.928,10,4.7,mb,21.284,5.025
2002-10-24T11:40:17.830Z,-2.015,28.973,10,4.7,mb,21.284,5.025
2002-10-26T12:56:47.710Z,-1.572,29.155,10,4.7,mb,21.284,5.025
2002-11-27T23:33:26.870Z,-5.553,35.613,10,4.7,mb,21.284,5.025
2002-12-13T13:24:25.940Z,-1.852,29.041,10,4.7,mb,21.284,5.025
2003-01-10T23:45:45.510Z,-5.427,35.784,33,4.7,mb,21.284,5.025
2003-06-30T20:42:10.250Z,-6.825,29.802,25.4,4.7,mb,21.284,5.025
2003-09-10T21:45:57.070Z,12.67,48.159,10,4.7,mb,21.284,5.025
2003-11-01T12:04:57.250Z,13.146,50.493,10,4.7,mb,21.284,5.025
2004-02-24T02:14:34.030Z,-3.393,29.558,10,4.7,mb,21.284,5.025
2004-03-18T20:37:44.630Z,2.094,31.401,30,4.7,mb,21.284,5.025
2004-05-12T09:45:45.640Z,-12.716,26.004,10,4.7,mb,21.284,5.025
2004-05-12T10:22:00.390Z,-12.727,26.042,10,4.7,mb,21.284,5.025
2004-05-16T11:21:46.020Z,-2.877,29.49,10,4.7,mb,21.284,5.025
2004-08-15T08:05:36.060Z,13.333,49.613,10,4.7,mb,21.284,5.025
2004-08-21T20:11:48.900Z,-10.592,34.425,10,4.7,mwc,23.150,4.700
2004-08-31T18:22:08.040Z,-18.225,34.927,33.3,4.7,mb,21.284,5.025
2004-09-29T03:41:43.110Z,-8.371,43.85,32.1,4.7,mb,21.284,5.025
2005-01-05T14:06:26.850Z,-14.301,48.152,10,4.7,mb,21.284,5.025
2005-06-09T13:57:08.950Z,4.683,17.504,10,4.7,mb,21.284,5.025
2005-07-07T16:57:57.400Z,6.289,37.697,10,4.7,mb,21.284,5.025
2005-09-14T15:07:46.400Z,12.486,40.423,10,4.7,mb,21.284,5.025
2005-09-22T01:31:32.560Z,12.777,40.445,10,4.7,mb,21.284,5.025
2005-09-22T05:21:52.680Z,12.719,40.343,10,4.7,mb,21.284,5.025
2005-09-24T03:57:15.130Z,12.6,40.401,10,4.7,mb,21.284,5.025
2005-09-24T06:14:45.570Z,12.291,40.452,10,4.7,mb,21.284,5.025
2005-09-24T09:53:43.610Z,12.345,40.453,10,4.7,mb,21.284,5.025
2005-09-24T23:22:48.500Z,12.389,40.578,10,4.7,mb,21.284,5.025
2005-09-25T01:12:27.370Z,12.348,40.495,10,4.7,mb,21.284,5.025
2005-09-25T03:51:18.840Z,12.253,40.463,10,4.7,mb,21.284,5.025
2005-09-25T09:11:37.570Z,12.499,40.518,10,4.7,mb,21.284,5.025
2005-09-26T15:36:26.470Z,12.532,40.579,10,4.7,mb,21.284,5.025
2005-09-27T10:13:58.330Z,12.55,40.556,10,4.7,mb,21.284,5.025
2005-09-27T20:21:37.220Z,12.215,40.63,10,4.7,mb,21.284,5.025
2005-09-28T00:21:22.570Z,12.323,40.396,10,4.7,mb,21.284,5.025
2005-11-05T00:21:12.340Z,11.916,43.649,10,4.7,ml,23.690,5.219
2005-12-05T23:15:28.800Z,-6.091,29.516,10,4.7,mb,21.284,5.025
2005-12-15T22:08:29.760Z,-6.263,29.554,10,4.7,mb,21.284,5.025
2006-02-22T23:44:50.780Z,-21.288,33.461,10,4.7,mb,21.284,5.025
2006-02-23T08:25:59.090Z,-21.443,32.591,10,4.7,mb,21.284,5.025
2006-03-12T01:12:29.320Z,-21.411,32.668,10,4.7,mb,21.284,5.025
2006-04-29T20:57:37.810Z,-26.962,26.651,5,4.7,mb,21.284,5.025
2006-06-10T20:25:19.230Z,-4.807,29.402,10,4.7,mb,21.284,5.025
2006-07-02T23:45:05.330Z,19.328,38.952,10,4.7,mwc,23.150,4.700
2006-07-15T10:04:31.000Z,-9.692,25.391,10,4.7,mb,21.284,5.025
